id_usuario,pais,tipo_suscripcion,antiguedad_dias,dias_activo_ult_30,minutos_escucha_prom_dia,fallos_pago_ult_60,renovacion_automatica,dias_desde_ultimo_login,es_churn
u_002468,ES,premium_individual,22,12,50.0,0,1,7,0
u_046641,DE,premium_individual,142,20,146.4,0,1,2,0
u_013979,ES,premium_individual,1712,3,15.0,1,1,3,0
u_022968,MX,premium_individual,531,4,14.7,1,1,11,1
u_044229,CO,premium_individual,128,19,42.1,0,1,2,0
u_017953,CO,premium_individual,909,21,139.1,0,1,3,0
u_015058,MX,premium_individual,592,18,26.5,0,1,5,0
u_011094,AR,premium_individual,238,17,40.3,0,1,6,0
u_023752,MX,premium_estudiante,954,13,11.8,0,1,11,0
u_029753,AR,premium_individual,785,19,88.8,0,1,5,0
u_012890,US,premium_individual,893,1,23.2,0,1,4,1
u_017228,CO,premium_familiar,487,0,20.5,0,1,4,0
u_028192,ES,premium_familiar,348,15,30.7,0,1,6,0
u_015681,AR,premium_familiar,651,20,37.3,0,1,1,0
u_008861,CO,premium_individual,272,20,27.1,0,1,3,0
u_011229,ES,premium_individual,1117,16,22.9,0,1,2,0
u_041495,US,premium_individual,268,15,43.5,0,1,10,0
u_018311,FR,premium_familiar,271,1,16.6,0,1,14,0
u_041878,AR,premium_familiar,1613,18,46.7,0,1,6,0
u_001300,DE,premium_individual,1103,16,50.7,0,1,2,0
u_007229,US,premium_individual,302,17,28.4,0,1,3,0
u_026137,ES,premium_individual,165,12,41.7,0,0,5,0
u_032666,US,premium_familiar,979,19,71.5,0,0,2,0
u_040062,CO,premium_individual,761,22,44.5,0,1,4,0
u_046635,ES,premium_individual,365,16,37.1,0,1,11,0
u_042019,ES,premium_individual,291,19,34.3,0,1,2,0
u_006700,BR,premium_individual,1001,22,28.9,0,1,7,0
u_029363,CO,premium_familiar,156,11,37.9,0,1,6,0
u_018760,CO,premium_individual,124,20,23.8,0,0,6,0
u_034667,ES,premium_familiar,187,4,20.3,0,0,7,0
u_037956,CO,premium_individual,499,0,10.3,0,1,13,1
u_028475,MX,premium_individual,438,16,34.8,1,0,2,0
u_025405,US,premium_individual,435,14,48.1,0,1,7,0
u_049145,CO,premium_individual,725,23,15.9,0,1,8,0
u_022724,FR,premium_individual,721,3,41.5,0,1,8,0
u_003515,IT,premium_familiar,346,21,33.9,0,1,1,0
u_015136,ES,premium_estudiante,364,14,76.4,0,0,7,0
u_021176,MX,premium_individual,260,10,39.8,0,1,5,0
u_026280,FR,premium_individual,135,11,51.0,0,1,10,0
u_043319,ES,premium_familiar,201,1,26.3,0,1,8,1
u_013892,MX,premium_familiar,240,14,23.4,0,1,11,0
u_007994,BR,premium_individual,726,19,77.3,0,1,3,0
u_029200,US,premium_individual,2438,19,81.8,0,1,3,0
u_042051,ES,premium_individual,664,18,33.9,0,1,7,0
u_045697,FR,premium_individual,988,16,99.3,0,1,7,0
u_025870,CO,premium_estudiante,386,15,38.9,1,1,3,0
u_002343,US,premium_individual,742,18,23.3,0,1,4,0
u_005434,ES,premium_individual,391,16,35.0,1,1,4,0
u_045857,CO,premium_individual,1422,3,70.6,0,1,6,0
u_047672,AR,premium_individual,785,3,7.3,0,1,11,0
u_005193,US,premium_individual,531,16,26.8,0,1,5,0
u_011070,AR,premium_individual,400,16,29.8,0,1,3,0
u_035028,ES,premium_individual,804,14,34.9,0,1,12,0
u_049910,ES,premium_individual,893,15,38.1,0,1,5,0
u_004859,AR,premium_individual,611,0,43.7,0,1,5,0
u_041813,ES,premium_individual,57,18,47.3,0,1,7,0
u_001864,ES,premium_individual,136,17,44.8,0,1,3,0
u_012106,US,premium_individual,275,23,44.6,0,1,2,0
u_032267,IT,premium_individual,776,19,35.0,0,1,2,0
u_033907,IT,premium_individual,367,21,70.0,1,1,20,1
u_021722,ES,premium_individual,889,17,40.7,0,1,2,0
u_030096,US,premium_individual,408,15,22.2,0,1,9,0
u_006760,CL,premium_individual,536,17,28.1,0,1,5,0
u_000916,ES,premium_individual,762,11,28.0,1,1,5,0
u_023261,ES,premium_individual,76,20,30.4,0,1,2,0
u_033743,IT,premium_individual,731,20,46.1,0,1,10,0
u_031449,AR,premium_individual,1599,23,45.2,0,1,11,0
u_025688,DE,premium_familiar,464,20,16.5,0,0,3,0
u_013397,US,premium_familiar,274,19,103.6,0,1,12,0
u_045884,MX,premium_individual,200,17,63.0,0,1,2,0
u_014929,AR,premium_individual,414,20,20.9,0,1,2,0
u_038761,AR,premium_individual,150,17,73.7,0,1,2,0
u_000252,AR,premium_individual,784,15,25.4,0,1,16,0
u_025410,ES,premium_individual,109,4,16.4,1,1,7,0
u_037782,AR,premium_familiar,468,13,20.4,0,1,11,0
u_007580,US,premium_familiar,501,20,100.1,1,0,3,0
u_029646,AR,premium_familiar,630,17,36.5,1,1,3,0
u_022097,CO,premium_individual,627,19,64.7,0,1,3,0
u_041917,CO,premium_individual,294,19,103.5,0,1,6,0
u_035254,ES,premium_individual,235,13,36.4,0,1,13,0
u_045988,MX,premium_individual,629,15,21.9,0,1,6,0
u_031896,MX,premium_individual,696,18,59.0,0,1,4,0
u_037390,ES,premium_estudiante,1098,4,61.8,0,1,8,0
u_027175,ES,premium_individual,414,11,53.6,0,1,4,0
u_040063,ES,premium_individual,409,21,52.5,0,1,6,0
u_047110,US,premium_individual,320,17,60.1,2,1,6,0
u_012707,CO,premium_individual,187,10,23.4,1,1,9,0
u_040422,DE,premium_familiar,411,17,28.0,0,0,5,0
u_003771,ES,premium_individual,367,15,48.3,0,1,4,0
u_036436,ES,premium_individual,581,25,74.4,0,1,3,0
u_036372,CO,premium_familiar,177,14,58.6,1,1,5,0
u_036897,US,premium_estudiante,709,21,28.0,0,1,4,0
u_048801,MX,premium_individual,247,1,56.2,0,1,5,1
u_041205,ES,premium_individual,352,12,42.8,0,1,3,0
u_011217,ES,premium_individual,196,20,40.4,0,1,31,0
u_011966,ES,premium_individual,859,3,27.4,0,1,4,0
u_016629,AR,premium_individual,766,1,20.9,0,1,6,0
u_041367,MX,premium_individual,1229,21,35.9,0,1,4,0
u_002617,MX,premium_familiar,274,17,29.1,0,0,2,0
u_031383,ES,premium_familiar,227,14,39.5,0,1,2,0
u_018243,ES,premium_individual,182,16,47.8,2,1,2,1
u_048483,MX,premium_individual,365,20,41.9,0,0,3,0
u_013660,ES,premium_individual,799,14,46.8,0,1,8,0
u_047532,IT,premium_individual,1199,1,23.8,0,1,24,0
u_008552,AR,premium_individual,36,4,60.7,0,1,6,0
u_013784,US,premium_individual,91,20,28.9,0,1,5,0
u_049915,CO,premium_individual,91,15,31.2,0,1,20,0
u_013382,US,premium_individual,531,20,45.1,0,1,4,0
u_043682,US,premium_individual,1811,3,23.1,0,1,12,0
u_024802,MX,premium_familiar,1146,3,23.2,0,1,4,0
u_002418,ES,premium_individual,260,15,80.6,0,1,6,0
u_005899,FR,premium_familiar,476,17,30.7,0,1,8,0
u_013322,CL,premium_individual,496,14,96.8,0,1,7,0
u_037993,ES,premium_individual,440,21,36.6,0,1,4,0
u_028560,IT,premium_individual,383,18,19.1,0,1,3,0
u_030921,CO,premium_familiar,409,19,53.8,0,1,10,0
u_048283,ES,premium_individual,261,16,49.7,0,1,9,0
u_026785,DE,premium_familiar,256,15,37.6,0,0,2,0
u_012372,ES,premium_familiar,506,20,71.2,0,1,2,0
u_021852,CO,premium_familiar,1157,13,62.1,2,1,4,0
u_024717,DE,premium_individual,241,17,87.2,2,1,7,1
u_038110,ES,premium_individual,1074,3,63.3,0,1,6,0
u_040219,AR,premium_individual,268,2,26.5,0,1,15,0
u_038863,ES,premium_familiar,467,19,92.9,1,1,3,0
u_046511,CO,premium_familiar,555,18,17.6,0,1,3,0
u_037337,IT,premium_individual,252,15,36.2,0,1,4,0
u_029215,MX,premium_familiar,447,15,33.7,0,1,10,0
u_024922,US,premium_individual,609,19,79.9,0,1,3,0
u_033796,MX,premium_individual,1384,18,73.1,1,1,5,0
u_027414,ES,premium_individual,132,18,21.0,0,0,2,0
u_000091,ES,premium_individual,530,17,38.7,0,1,11,0
u_008483,ES,premium_familiar,709,14,52.0,0,1,15,0
u_007840,BR,premium_estudiante,245,19,56.5,0,1,11,0
u_014222,ES,premium_individual,1096,17,31.3,1,1,3,0
u_009951,MX,premium_individual,570,21,97.1,0,1,7,0
u_036684,ES,premium_individual,1645,16,68.7,0,1,2,0
u_033442,ES,premium_estudiante,442,22,24.8,0,1,4,0
u_015968,ES,premium_individual,552,23,37.0,0,1,2,0
u_003412,CO,premium_individual,849,19,53.2,0,1,14,0
u_046643,CL,premium_individual,1154,21,23.6,0,1,1,0
u_038499,ES,premium_individual,366,23,32.9,0,1,1,0
u_047703,MX,premium_individual,956,19,50.3,0,1,9,0
u_044428,DE,premium_individual,153,16,22.1,0,1,7,0
u_032242,MX,premium_individual,246,17,13.4,0,1,14,0
u_041561,DE,premium_individual,547,15,37.5,0,1,3,0
u_040328,MX,premium_estudiante,927,18,38.0,0,1,2,0
u_037921,FR,premium_individual,390,0,16.2,0,1,9,1
u_019273,ES,premium_individual,754,19,63.4,1,0,3,0
u_001084,CO,premium_individual,495,10,105.4,0,1,5,0
u_018920,AR,premium_individual,706,12,54.6,0,1,4,0
u_011357,FR,premium_familiar,159,0,24.7,1,1,13,1
u_031989,US,premium_individual,1276,19,59.5,0,1,15,0
u_022487,CL,premium_individual,573,17,91.5,0,1,2,0
u_038278,ES,premium_estudiante,755,20,34.4,0,1,2,0
u_038343,ES,premium_familiar,785,2,13.9,0,1,5,1
u_014690,IT,premium_individual,530,14,34.4,0,1,3,0
u_000612,CL,premium_estudiante,579,20,48.9,1,1,10,1
u_031983,IT,premium_individual,949,14,23.3,0,1,2,0
u_046660,CL,premium_individual,112,17,44.7,0,1,17,0
u_007199,ES,premium_individual,252,23,66.2,0,1,13,0
u_015004,ES,premium_individual,121,20,58.9,0,1,5,0
u_007351,DE,premium_estudiante,1911,18,77.2,0,1,9,0
u_043761,MX,premium_individual,178,13,23.9,0,1,9,0
u_036272,ES,premium_individual,595,20,51.9,0,1,3,0
u_042867,ES,premium_familiar,346,17,38.0,0,1,5,0
u_012990,CL,premium_individual,710,19,39.4,0,1,6,0
u_030467,IT,premium_estudiante,683,23,23.8,0,1,3,0
u_044550,MX,premium_individual,298,15,36.9,3,1,3,1
u_046563,US,premium_individual,736,15,26.8,3,1,4,0
u_034352,ES,premium_familiar,405,22,129.9,0,1,2,0
u_002754,ES,premium_familiar,423,15,38.6,0,1,8,0
u_015798,FR,premium_estudiante,430,17,48.0,0,1,3,0
u_020036,ES,premium_individual,34,2,42.4,0,1,9,1
u_017613,IT,premium_estudiante,335,18,67.1,0,1,3,0
u_000350,MX,premium_individual,678,0,4.6,0,1,8,1
u_032788,AR,premium_individual,1680,18,77.7,0,1,8,0
u_039155,MX,premium_individual,535,9,12.3,0,1,6,0
u_023090,DE,premium_estudiante,477,16,65.8,0,1,5,0
u_048306,ES,premium_individual,385,20,101.5,0,1,2,0
u_001551,US,premium_estudiante,121,17,43.8,0,1,3,0
u_036216,MX,premium_individual,914,16,33.6,0,1,9,0
u_027069,ES,premium_familiar,557,1,8.8,0,1,8,1
u_013701,MX,premium_individual,533,18,48.9,0,1,5,0
u_029327,AR,premium_familiar,241,17,46.0,0,1,21,0
u_018979,CL,premium_individual,183,16,29.1,0,0,3,0
u_031865,US,premium_individual,902,18,30.2,0,1,5,0
u_030710,AR,premium_individual,611,17,46.0,1,1,13,0
u_030002,IT,premium_individual,309,5,75.3,0,1,7,0
u_039087,ES,premium_estudiante,676,14,34.8,0,1,4,0
u_024706,MX,premium_individual,817,20,25.5,0,1,15,0
u_018340,MX,premium_familiar,1054,15,28.8,0,0,7,0
u_020652,MX,premium_individual,373,16,75.1,0,1,5,0
u_048590,CL,premium_individual,984,17,63.1,0,0,2,0
u_006930,BR,premium_estudiante,1318,2,27.1,0,0,4,1
u_016109,ES,premium_individual,300,19,53.2,0,1,4,0
u_031726,CO,premium_familiar,343,18,15.6,0,1,2,0
u_047083,ES,premium_individual,737,15,12.2,0,1,3,0
u_026152,CO,premium_individual,296,20,127.8,0,1,3,0
u_036097,AR,premium_familiar,484,18,23.3,0,1,7,0
u_014288,ES,premium_familiar,1135,17,25.1,0,1,5,0
u_036111,CO,premium_individual,758,16,29.1,0,1,4,0
u_001160,AR,premium_familiar,76,18,23.2,0,1,11,0
u_043346,AR,premium_individual,110,15,55.6,0,1,13,0
u_026487,CO,premium_individual,938,19,38.3,0,1,4,0
u_039019,CO,premium_estudiante,440,22,44.6,0,0,3,0
u_025332,MX,premium_familiar,1722,17,84.4,0,1,3,0
u_035311,FR,premium_familiar,1744,23,70.6,0,1,2,0
u_040840,ES,premium_individual,994,15,33.8,0,0,11,0
u_047448,DE,premium_individual,265,17,112.7,0,1,4,0
u_004454,AR,premium_individual,229,16,23.1,0,1,3,0
u_037223,ES,premium_individual,739,18,16.1,1,1,2,0
u_038607,DE,premium_individual,191,18,68.7,0,1,2,0
u_037960,CO,premium_estudiante,63,18,20.8,0,1,5,0
u_020006,FR,premium_estudiante,601,17,23.2,0,1,3,0
u_039403,ES,premium_individual,89,20,43.7,0,1,11,0
u_038790,CO,premium_individual,87,18,52.1,0,1,7,0
u_022558,ES,premium_individual,351,14,27.4,0,0,4,0
u_040224,MX,premium_individual,48,14,77.0,0,0,2,0
u_018968,AR,premium_individual,636,21,91.2,0,1,2,0
u_036274,ES,premium_individual,315,17,28.5,1,1,3,0
u_035993,CO,premium_individual,1484,12,12.2,0,1,9,0
u_036551,ES,premium_familiar,1179,15,54.8,0,1,7,0
u_020046,ES,premium_estudiante,1930,17,34.7,0,1,5,0
u_005692,MX,premium_individual,736,3,12.7,0,1,4,0
u_023595,CO,premium_estudiante,1299,17,19.6,0,1,7,0
u_008056,US,premium_individual,345,18,45.6,0,1,2,0
u_033477,IT,premium_individual,316,17,17.7,0,1,4,0
u_034586,ES,premium_familiar,197,15,66.5,1,1,8,0
u_012109,AR,premium_individual,578,19,97.7,0,1,6,0
u_034312,MX,premium_individual,1131,20,90.9,0,1,9,0
u_022079,CO,premium_familiar,86,14,35.8,0,0,3,0
u_046670,AR,premium_individual,654,15,25.3,0,1,6,0
u_046573,BR,premium_individual,276,17,48.3,0,0,6,0
u_003459,CL,premium_individual,242,5,12.9,0,0,4,0
u_010102,DE,premium_estudiante,680,12,67.2,0,1,8,0
u_005597,ES,premium_individual,828,16,18.4,3,1,3,1
u_049417,CO,premium_individual,463,13,22.9,1,1,7,0
u_049089,CO,premium_individual,527,14,73.6,0,1,4,0
u_016572,AR,premium_familiar,460,23,22.8,0,1,4,0
u_027953,ES,premium_estudiante,305,18,62.0,0,1,2,0
u_014662,MX,premium_estudiante,292,14,33.4,0,1,2,0
u_008355,ES,premium_individual,1026,20,73.3,0,1,5,0
u_003387,IT,premium_individual,110,15,32.0,0,1,19,0
u_026900,ES,premium_individual,291,15,59.4,0,1,3,0
u_002290,ES,premium_individual,203,15,24.8,0,1,2,0
u_010542,US,premium_individual,184,17,67.6,1,1,2,0
u_034409,ES,premium_individual,955,21,109.3,0,1,3,0
u_017176,US,premium_individual,163,1,25.8,0,1,6,0
u_007783,MX,premium_individual,515,15,34.6,0,1,5,0
u_016054,ES,premium_familiar,237,19,110.7,3,1,5,1
u_004854,CL,premium_familiar,526,16,41.8,0,1,5,0
u_016029,ES,premium_familiar,778,16,22.1,0,1,4,0
u_022347,DE,premium_familiar,237,16,58.2,0,1,8,0
u_043809,CL,premium_individual,1009,17,56.6,1,1,4,0
u_024536,AR,premium_individual,621,17,37.1,0,1,4,0
u_045120,ES,premium_individual,805,15,47.2,1,1,3,0
u_006763,CO,premium_estudiante,470,20,21.9,0,1,7,0
u_002052,CL,premium_individual,259,19,36.3,0,1,6,0
u_044751,US,premium_individual,479,19,81.1,1,1,2,0
u_042141,US,premium_familiar,193,15,35.8,0,1,6,0
u_046770,ES,premium_estudiante,559,15,61.0,0,1,3,0
u_009956,CO,premium_individual,598,16,19.0,0,1,3,0
u_045043,ES,premium_individual,474,24,39.0,0,1,3,0
u_004677,ES,premium_individual,276,23,20.3,1,1,12,1
u_048814,ES,premium_individual,685,20,21.7,1,1,3,0
u_006717,ES,premium_individual,525,16,45.4,0,1,3,0
u_021689,MX,premium_individual,197,20,67.3,0,1,9,0
u_011470,CL,premium_individual,829,4,56.2,0,1,4,0
u_001397,MX,premium_individual,178,16,39.4,0,1,4,0
u_032020,ES,premium_individual,151,13,63.3,0,1,4,0
u_035179,ES,premium_estudiante,189,15,55.4,0,1,3,0
u_002507,IT,premium_individual,110,20,28.2,0,1,3,0
u_042423,MX,premium_individual,208,16,95.4,2,1,3,0
u_031944,MX,premium_individual,584,16,64.3,0,1,3,0
u_003128,AR,premium_individual,60,18,66.2,3,1,4,1
u_006351,BR,premium_individual,579,18,41.8,1,1,3,0
u_023978,ES,premium_estudiante,333,19,69.6,0,1,3,0
u_030788,BR,premium_individual,503,15,29.2,0,0,6,0
u_014848,AR,premium_familiar,193,21,46.1,1,1,4,0
u_033542,AR,premium_individual,471,17,77.5,0,1,6,0
u_044382,MX,premium_individual,969,18,44.1,0,1,3,0
u_015418,CL,premium_estudiante,382,2,38.4,0,1,4,0
u_005019,MX,premium_individual,190,14,41.8,1,1,6,0
u_042390,ES,premium_individual,134,13,78.6,1,1,4,0
u_003154,ES,premium_familiar,920,15,23.7,1,1,27,0
u_041315,ES,premium_familiar,190,16,67.4,0,1,6,0
u_035764,CO,premium_individual,586,0,53.1,0,1,12,1
u_034664,MX,premium_estudiante,577,21,54.8,0,0,3,0
u_029206,ES,premium_familiar,534,23,32.8,0,1,1,0
u_012785,CO,premium_individual,1845,15,55.4,0,1,4,0
u_009018,FR,premium_individual,1569,19,23.0,0,1,4,0
u_014389,ES,premium_individual,746,18,56.5,0,1,6,0
u_000790,ES,premium_individual,404,16,36.5,0,1,13,0
u_015151,CO,premium_familiar,420,14,35.4,0,1,2,0
u_049943,AR,premium_individual,992,20,32.2,0,1,2,0
u_034381,ES,premium_individual,508,19,72.3,0,1,19,0
u_021467,FR,premium_individual,1015,19,21.3,0,0,4,0
u_030727,ES,premium_familiar,387,13,25.5,0,1,7,0
u_019754,FR,premium_individual,133,17,6.2,0,0,6,0
u_042410,MX,premium_familiar,965,13,33.1,1,1,5,0
u_006523,CL,premium_estudiante,914,21,56.8,0,1,3,0
u_036418,FR,premium_estudiante,839,19,75.1,0,0,2,0
u_008784,CL,premium_individual,1222,15,35.7,0,1,10,0
u_030827,MX,premium_individual,1656,21,23.1,0,1,9,0
u_004161,ES,premium_estudiante,307,16,41.6,0,0,6,0
u_025128,CL,premium_individual,279,13,51.3,0,1,22,0
u_014648,US,premium_individual,76,18,77.2,0,1,2,0
u_016186,US,premium_individual,654,19,29.9,0,1,5,0
u_039506,CO,premium_individual,237,16,72.3,0,1,16,0
u_016854,MX,premium_individual,612,13,18.8,0,1,5,0
u_024731,CO,premium_familiar,66,17,32.0,0,1,10,0
u_031437,US,premium_individual,998,12,10.7,0,0,8,0
u_016350,US,premium_individual,86,14,38.2,1,1,3,0
u_046040,DE,premium_estudiante,998,19,49.7,0,1,2,0
u_037748,US,premium_estudiante,1588,20,51.8,1,1,8,0
u_027631,ES,premium_individual,613,13,34.8,3,1,5,1
u_037778,FR,premium_individual,699,17,19.7,0,1,10,0
u_031973,BR,premium_estudiante,367,9,43.4,0,0,4,0
u_014968,MX,premium_individual,767,14,13.1,3,1,4,1
u_004498,MX,premium_estudiante,821,15,25.8,0,1,9,0
u_038674,ES,premium_individual,1398,18,59.6,0,0,5,0
u_032775,CL,premium_individual,671,19,23.1,0,1,8,0
u_004426,ES,premium_individual,578,15,16.6,1,1,3,0
u_008999,IT,premium_familiar,339,17,52.4,0,1,3,0
u_046087,ES,premium_familiar,571,16,55.4,0,1,6,0
u_038074,FR,premium_familiar,583,18,16.7,0,1,5,0
u_049517,MX,premium_individual,386,17,77.0,0,1,5,0
u_030334,ES,premium_estudiante,512,19,60.2,0,1,3,0
u_042802,ES,premium_individual,631,18,42.9,0,0,8,0
u_024646,CO,premium_individual,627,20,80.6,0,1,19,0
u_019609,ES,premium_individual,534,19,80.7,0,0,2,0
u_007526,ES,premium_individual,518,16,93.5,0,1,6,0
u_002939,CL,premium_individual,1688,17,29.4,0,1,8,0
u_002024,ES,premium_individual,337,15,18.7,0,1,4,0
u_037176,ES,premium_individual,77,18,69.1,0,1,4,0
u_023921,IT,premium_familiar,559,19,159.2,0,1,7,0
u_033547,ES,premium_individual,1629,4,10.2,0,0,9,1
u_003416,ES,premium_individual,93,0,17.3,0,1,6,1
u_033317,ES,premium_individual,709,18,107.6,0,1,10,0
u_031063,US,premium_individual,163,20,44.1,0,1,4,0
u_011889,AR,premium_individual,270,15,54.5,1,1,3,0
u_026739,ES,premium_individual,192,18,25.8,0,1,4,0
u_009587,FR,premium_individual,457,19,68.5,0,1,3,0
u_025115,ES,premium_estudiante,326,19,48.5,0,1,6,0
u_037537,ES,premium_individual,1204,19,28.8,0,0,2,0
u_005160,CO,premium_individual,293,19,126.9,0,0,2,0
u_016574,ES,premium_individual,837,16,121.7,0,1,2,0
u_032780,ES,premium_familiar,458,17,21.0,0,1,9,0
u_011287,ES,premium_individual,471,18,73.9,0,1,7,0
u_006343,ES,premium_individual,762,17,114.1,0,0,6,0
u_021624,BR,premium_individual,1417,17,49.4,0,1,5,0
u_020774,US,premium_estudiante,1202,18,36.0,0,0,8,0
u_015579,CO,premium_estudiante,429,20,45.6,0,1,21,0
u_035078,MX,premium_individual,167,15,29.1,0,1,7,0
u_013819,IT,premium_individual,263,16,29.4,0,1,8,0
u_011024,AR,premium_estudiante,1017,20,51.1,0,0,31,1
u_013170,CL,premium_individual,322,15,32.2,1,1,9,0
u_019334,ES,premium_individual,1766,5,21.3,0,1,8,0
u_038951,CO,premium_individual,261,15,38.8,0,1,6,0
u_027507,ES,premium_individual,1030,19,27.3,0,1,4,0
u_045652,CO,premium_individual,884,23,25.7,0,1,3,0
u_021206,IT,premium_individual,107,16,44.6,0,1,3,0
u_040525,ES,premium_individual,1312,18,29.3,0,1,3,0
u_029866,CL,premium_individual,157,14,15.2,0,1,5,0
u_040667,ES,premium_individual,146,13,24.7,1,0,4,0
u_020344,ES,premium_estudiante,406,14,34.7,0,1,5,0
u_007043,ES,premium_individual,717,16,74.5,0,1,5,0
u_028124,CL,premium_individual,196,18,63.3,1,1,8,0
u_001981,CO,premium_familiar,740,19,53.3,0,1,14,0
u_027369,AR,premium_individual,1022,16,25.0,0,1,11,0
u_025817,US,premium_individual,638,18,79.3,0,1,2,0
u_048908,CO,premium_individual,840,19,58.3,0,1,8,0
u_012962,ES,premium_individual,1159,17,26.5,0,1,5,0
u_041707,IT,premium_individual,660,19,99.5,0,1,17,0
u_039333,ES,premium_individual,176,17,36.9,0,1,14,0
u_041228,MX,premium_individual,727,22,174.2,0,1,4,0
u_041420,AR,premium_individual,914,14,11.5,1,1,2,1
u_000594,CO,premium_individual,348,16,27.8,0,1,3,0
u_010255,CL,premium_familiar,813,19,40.6,0,1,12,0
u_044060,FR,premium_individual,536,17,55.0,0,1,3,0
u_000524,AR,premium_estudiante,160,16,43.3,0,1,7,0
u_018707,MX,premium_individual,1348,20,24.0,0,0,8,0
u_042530,ES,premium_individual,1263,5,18.7,2,1,4,1
u_043298,MX,premium_individual,671,18,31.2,0,0,3,0
u_042075,AR,premium_individual,644,23,27.6,0,1,2,0
u_025769,ES,premium_individual,52,14,60.3,0,1,3,0
u_010007,MX,premium_individual,604,19,52.5,0,1,2,0
u_028593,CO,premium_individual,390,5,26.4,0,1,7,0
u_027503,AR,premium_individual,417,16,24.1,0,1,7,0
u_029519,CO,premium_individual,385,22,58.0,3,0,2,1
u_014478,BR,premium_estudiante,683,19,22.3,1,1,8,0
u_025026,AR,premium_individual,199,0,26.3,0,1,4,1
u_021083,ES,premium_individual,163,4,33.3,0,1,6,0
u_029198,FR,premium_familiar,665,18,61.5,0,1,6,0
u_018783,CO,premium_individual,420,16,65.9,0,0,12,0
u_029947,BR,premium_estudiante,345,4,45.9,0,0,5,1
u_032757,ES,premium_individual,275,18,49.1,0,1,5,0
u_043223,ES,premium_familiar,280,21,46.6,0,1,2,0
u_032592,CO,premium_familiar,190,19,47.8,0,0,2,0
u_037737,ES,premium_individual,404,19,40.5,0,1,2,0
u_045193,US,premium_estudiante,561,16,68.6,0,1,2,0
u_016270,US,premium_individual,664,19,27.1,0,0,5,0
u_041058,AR,premium_individual,686,17,38.0,0,1,12,0
u_030308,ES,premium_familiar,561,14,24.2,0,1,9,0
u_037182,CL,premium_individual,512,14,18.4,0,1,7,0
u_024510,MX,premium_individual,367,12,31.9,0,1,2,0
u_008688,US,premium_individual,1065,13,53.1,0,1,7,0
u_032918,MX,premium_individual,277,20,53.7,0,1,7,0
u_043964,ES,premium_individual,82,20,87.8,0,1,11,0
u_006660,MX,premium_individual,680,20,64.1,0,1,5,0
u_010886,FR,premium_individual,840,21,126.9,0,1,3,0
u_011263,ES,premium_familiar,751,18,68.8,0,1,6,0
u_012926,US,premium_individual,325,16,85.1,0,1,6,0
u_006723,CL,premium_individual,457,16,29.9,2,0,10,1
u_046537,MX,premium_familiar,46,14,28.1,0,1,9,0
u_015661,BR,premium_individual,817,20,24.1,0,1,3,0
u_002341,ES,premium_estudiante,1077,22,63.6,0,1,5,0
u_041405,US,premium_individual,457,15,17.5,0,1,7,0
u_022804,FR,premium_individual,928,20,88.2,3,1,2,1
u_038707,ES,premium_individual,383,19,42.8,0,1,2,0
u_009595,FR,premium_individual,408,16,26.8,0,1,9,0
u_018853,US,premium_individual,298,14,29.3,0,1,4,0
u_047956,ES,premium_individual,1893,15,36.7,0,1,3,0
u_019578,ES,premium_familiar,987,19,59.7,0,1,16,0
u_031599,ES,premium_familiar,79,14,53.9,0,1,3,0
u_028238,DE,premium_individual,1106,20,21.1,0,1,2,0
u_020861,IT,premium_familiar,1060,18,151.7,0,1,5,0
u_001022,ES,premium_individual,408,21,38.1,0,1,3,0
u_038578,ES,premium_individual,486,21,45.9,0,1,20,0
u_046422,ES,premium_individual,686,13,14.7,0,1,5,0
